,sercdoa_OA_ser,INVN_F,UBFC_Fshelfmark,PVCS_OAcountry,PVCC_OAtown,LDCN_OArep,PRVC_OAprev_town,AUFI_Fatelier_address,AUFN_Faut,SGLT_Ftitle,SGTT_OAtitle,AUTN_OAaut,OGTT_OAtype,AUTB_Fsubj_main,OGTDOA_OAsubj_sub,ROFI_Fneg,BIBA_OAbib,OSS_Fnotes,OSS_OAnotes,FTAN_filename,NCTN_F_entry,NRSCHEDA_OA_entry,DTZG_OAcentury,LRD_Fshotdates,DTSI_Fprintdates,DTSF_Fprintdates,AUFA_Faut_dates,Note,status
2408,182183,sup 2569,PA_Grecia II 028,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 383x311.,"Foto sup 2568, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanum. The head is that of Perithoos"".
&#10;Foto sup 2569, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from Tympanum. The head is that of the bridegroone Peirithoos defending his Sponse, Deidamia"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2569.jpg,802569,105858,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment from Tympanum. The head is that of the bridegroone Peirithoos defending his Sponse, Deidamia"".",complete
2409,182184,sup 2570,PA_Grecia II 029,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 311x382.,"Foto sup 2570, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanum, the head of a local nymph. This figure is the last to the left"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2570.jpg,802570,105859,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment from tympanum, the head of a local nymph. This figure is the last to the left"".",complete
2410,182185,sup 2571,PA_Grecia II 030,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 310x382.,"Foto sup 2571, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment of tympanum"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2571.jpg,802571,105860,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment of tympanum"".",complete
2411,182189,sup 2572,PA_Grecia II 031,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,metopa,46,,"Fotografia incollata su cartoncino; supporto secondario mm 382x312.
","Foto sup 2572, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Metope of temple of Zeus. Hercules Ouranophoros. An Hesperid nymph pretends to assist him in carrying the globe"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2572.jpg,802572,105861,sec. V a.C.,1855-1899,1870,1899,,"Olympia. Metope of temple of Zeus. Hercules Ouranophoros. An Hesperid nymph pretends to assist him in carrying the globe"".",complete
2412,182191,sup 2629,PA_Grecia II 078,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Eleusi,Collection Merlin. Athenes,"Merlin, Carl Prior",,,Anonimo sec. I a.C./ I,scultura,Arte romana,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 311x381.,"Foto sup 2629, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 201, 202. / Copies of Roman times of figures of west pediment of Parthenon; found at Eleusis"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2629.jpg,802629,105595,sec. I a.C./ I,1855-1899,1860,1899,,"Ethnic Museum, Athens. N° 201, 202. / Copies of Roman times of figures of west pediment of Parthenon; found at Eleusis"".",complete
2413,182192,sup 2573,PA_Grecia II 032,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,metopa,,,"Fotografia incollata su cartoncino; supporto secondario mm 382x312.
","Foto sup 2573, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Herakles as Hausknecht"".
&#10;Foto sup 2574, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Metope of temple of Zeus. Athena looks on whilst Hercules cleans the stable"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2573.jpg,802573,105862,sec. V a.C.,1855-1899,1855,1899,,"Olympia. Herakles as Hausknecht"".
",complete
2414,182194,sup 2574,PA_Grecia II 033,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,metopa,105,,"Fotografia incollata su cartoncino; supporto secondario mm 383x313.
","Foto sup 2573, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Herakles as Hausknecht"".
&#10;Foto sup 2574, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Metope of temple of Zeus. Athena looks on whilst Hercules cleans the stable"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2574.jpg,802574,105862,sec. V a.C.,1855-1899,1855,1899,,"Olympia. Metope of temple of Zeus. Athena looks on whilst Hercules cleans the stable"".",complete
2415,182195,sup 2630,PA_Grecia II 079,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Eleusi,,Anonimo,,,Anonimo sec. I a.C./ I,scultura,Arte romana,gruppo scultoreo,,,Fotografia incollata su cartoncino; supporto secondario mm 311x381.,"Foto sup 2630, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 200. / Copies of Roman times of statues of west pediment of Parthenon. / They were found at Eleusis. / The original two figures are still in situ and represent Asklepios / and Hygeia, or Keksops and Pandrosos. Spon says Hadrian / and Sabina. When Carrey drew them they had their heads"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2630.jpg,802630,105596,sec. I a.C./ I,1855-1899,1860,1899,,"Ethnic Museum, Athens. N° 200. / Copies of Roman times of statues of west pediment of Parthenon. / They were found at Eleusis. / The original two figures are still in situ and represent Asklepios / and Hygeia, or Keksops and Pandrosos. Spon says Hadrian / and Sabina. When Carrey drew them they had their heads"".",complete
2416,182201,sup 2575,PA_Grecia II 034,Grecia,Micene,,,,Anonimo,,Tomba di Clitennestra,Maestranze sec. XIII a.C.,architettura,Arte minoico-micenea,tomba,5,,"Fotografia incollata su cartoncino; supporto secondario mm 313x383.
","Foto sup 2575, verso del supporto secondario: nota anonima manoscritta: ""Mykenae. The so called tomb of Clytemnestra dug out by Madame Schliemann a few years back"".
&#10;Foto sup 2882, verso del supporto secondario: nota anonima manoscritta: ""Mykenae. The so called tomb of Clytemnestra dug out by Madame Schliemann a few years back"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2575.jpg,802575,105863,sec. XIII a.C.,1855-1899,1879,1899,,"Mykenae. The so called tomb of Clytemnestra dug out by Madame Schliemann a few years back"".
",complete
2417,182202,sup 2576,PA_Grecia II 035,Grecia,Olimpia,Museo Archeologico ,,"A. Giraudon. Editeur. 15, R. Bonaparte. Paris",Giraudon,,,Maestro di Olimpia,scultura,Arte greca,metopa,,,"Fotografia incollata su cartoncino; supporto secondario mm 377x308.
","Foto sup 2576, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Metope from west side of temple of Zeus. Minerva receives the wild birds of lake Stymphalis from Hercules who, by her help, has slaim them. The Nymph, as she was called, and the pead of Hercules are in the Louvre, his body at Olympia, where it was found by the Germans"". ",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2576.jpg,802576,105864,sec. V a.C.,1877-1899,1877,1899,,"Olympia. Metope from west side of temple of Zeus. Minerva receives the wild birds of lake Stymphalis from Hercules who, by her help, has slaim them. The Nymph, as she was called, and the pead of Hercules are in the Louvre, his body at Olympia, where it was found by the Germans"". ",complete
2418,182208,sup 2577,PA_Grecia II 036,Grecia,Olimpia,Museo Archeologico ,Olimpia,,Anonimo,,,Anonimo sec. VI a.C.,scultura,Arte greca,statua,,Wolters P./ Friederichs K. | 1885,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2577, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Head of Hera found near the Heraion and probably that of the goddess worshipped therein. N.° 307 of Fr. Wolters. The head is of limestone"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2577.jpg,802577,105865,sec. VI a.C.,1855-1899,1855,1899,,"Olympia. Head of Hera found near the Heraion and probably that of the goddess worshipped therein. N.° 307 of Fr. Wolters. The head is of limestone"".",complete
2419,182209,sup 2578,PA_Grecia II 037,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,gruppo scultoreo,35,,Fotografia incollata su cartoncino; supporto secondario mm 312x381.,"Foto sup 2578, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanum. Female Lapith struggling with Centaur"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2578.jpg,802578,105866,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment from tympanum. Female Lapith struggling with Centaur"".",complete
2420,182212,sup 2579,PA_Grecia II 038,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,gruppo scultoreo,,,Fotografia incollata su cartoncino; supporto secondario mm 382x310.,"Foto sup 2579, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanum. Head of female Lapith grasped by hand of a Kentaur"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2579.jpg,802579,105867,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment from tympanum. Head of female Lapith grasped by hand of a Kentaur"".",complete
2421,182215,sup 2580,PA_Grecia II 039,Grecia,Atene,Museo Archeologico Nazionale,Olimpia,,Anonimo,,,Silanion,scultura,Arte greca,statua,90,NR,Fotografia incollata su cartoncino; supporto secondario mm 382x309.,"Foto sup 2580, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Archaic head of Athele in bronze. He has his ears much swollen from blows received from the cestus"".
&#10;Foto sup 2582, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Bronze head of an athlete, a portrait. Perhaps that of Phormis, the Arcadian. But Fr. Wolters N° 323 placed it in the 3.d century B.C. Thormis, the Arcadian, was a condottiere who acquired great wealth in the wars of Hiero. Circa 470"". ",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2580.jpg,802580,105868,sec. IV a.C.,1855-1899,1880,1899,,"Olympia. Archaic head of Athele in bronze. He has his ears much swollen from blows received from the cestus"".
",complete
2422,182219,sup 2581,PA_Grecia II 040,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Prassitele,scultura,Arte greca,statua,,Wolters P./ Friederichs K. | 1885,Fotografia incollata su cartoncino; supporto secondario mm 383x311.,"Foto sup 2341, verso del supporto secondario: nota anonima manoscritta: ""The Hermes with his legs on. / Oliver Rayet +, following Pliny, makes Kephisodotos the sculptor of / the Hermes, and so does Eugenie Sellers"".
&#10;Foto sup 2479, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Hermes his head. The German offered to give a million of drachmas for this fine statue, and this was noble, but the poor impecunions Greeks refused to sell their Hermes, the very God of their race, and this was nobler still. The statue was not particularly admired in antiquity; Praxiteles produced much better things"".
&#10;Foto sup 2581, verso del supporto secondario: nota anonima manoscritta: ""Olympia. The Hermes of Praxiteles. They have lately (1889) put legs on him. He was discovered on the 8.th of May 1877. I saw him in 1887 and 1893. Fr. + Wolt. N° 1212"". ",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2581.jpg,802581,105841,sec. IV a.C.,1855-1889,1877,1899,,"Olympia. The Hermes of Praxiteles. They have lately (1889) put legs on him. He was discovered on the 8.th of May 1877. I saw him in 1887 and 1893. Fr. + Wolt. N° 1212"". ",complete
2423,182220,sup 2582,PA_Grecia II 041,Grecia,Atene,Museo Archeologico Nazionale,Olimpia,,Anonimo,,,Silanion,scultura,Arte greca,statua,89,NR,Fotografia incollata su cartoncino; supporto secondario mm 382x310.,"Foto sup 2580, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Archaic head of Athele in bronze. He has his ears much swollen from blows received from the cestus"".
&#10;Foto sup 2582, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Bronze head of an athlete, a portrait. Perhaps that of Phormis, the Arcadian. But Fr. Wolters N° 323 placed it in the 3.d century B.C. Thormis, the Arcadian, was a condottiere who acquired great wealth in the wars of Hiero. Circa 470"". ",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2582.jpg,802582,105868,sec. IV a.C.,1855-1899,1880,1899,,"Olympia. Bronze head of an athlete, a portrait. Perhaps that of Phormis, the Arcadian. But Fr. Wolters N° 323 placed it in the 3.d century B.C. Thormis, the Arcadian, was a condottiere who acquired great wealth in the wars of Hiero. Circa 470"". ",complete
2424,182236,sup 2583,PA_Grecia II 042,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,statua,39,,Fotografia incollata su cartoncino; supporto secondario mm 381x313.,"Foto sup 2566, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanon. Head of Apollon"".
&#10;Foto sup 2583, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Apollo from west fronton of temple of Zeus"". ",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2583.jpg,802583,105857,sec. V a.C.,1855-1899,1870,1899,,"Olympia. Apollo from west fronton of temple of Zeus"". ",complete
2425,182239,sup 2584,PA_Grecia II 043,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Peonio di Mende,scultura,Arte greca,statua,,Wolters P./ Friederichs K. | 1885,"Fotografia incollata su cartoncino; supporto secondario mm 399x280.
","Foto sup 2584, verso del supporto secondario: nota anonima manoscritta: "" Olympia. The Nike of Paionios. Fr. + Wolt. 496,497"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2584.jpg,802584,105869,sec. V a.C.,1875-1899,1875,1899,," Olympia. The Nike of Paionios. Fr. + Wolt. 496,497"".",complete
2426,182240,sup 2585,PA_Grecia II 044,Grecia,Atene,Museo dell'Acropoli (Mussío Akrópolis),NR,,Anonimo,,,Fidia,scultura,Arte greca,fregio,,,Fotografia incollata su cartoncino; supporto secondario mm  312x381.,"Foto sup 2585, verso del supporto secondario: nota anonima manoscritta: ""West frieze of Parthenon. Cavalry preparing to start in the procession. The numbers are those of the Br. Museum Guide. They begin at the N. W. corner""; sul recto: nota anonima manoscritta: ""4 6 5"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2585.jpg,802585,105870,sec. V a.C.,1855-1899,1860,1899,,"West frieze of Parthenon. Cavalry preparing to start in the procession. The numbers are those of the Br. Museum Guide. They begin at the N. W. corner""; sul recto: nota anonima manoscritta: ""4 6 5"".",complete
2427,182241,sup 2586,PA_Grecia II 045,Grecia,Atene,Museo dell'Acropoli (Mussío Akrópolis),NR,,Anonimo,,,Fidia,scultura,Arte greca,fregio,,,Fotografia incollata su cartoncino; supporto secondario mm 311x381.,"Foto sup 2586, verso del supporto secondario: nota anonima manoscritta: ""West frieze of Parthenon""; sul recto: nota anonima manoscritta: ""7 8"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2586.jpg,802586,105871,sec. V a.C.,1855-1899,1860,1899,,"West frieze of Parthenon""; sul recto: nota anonima manoscritta: ""7 8"".",complete
2428,182242,sup 2632,PA_Grecia II 080,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),NR,Collection Merlin. Athenes,"Merlin, Carl Prior",,,Policleto,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2632, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 227a. / Beautiful head found by Waldstein at the Heraion of / Argos. She may come from the pediment of the temple / and be a Hera of the school of Polycletos. Circa 444. / The head is like that of the Ludovisi and Farnese Heras. Gaz.a B.x Arts. Vol. IX. / She was found in March 1892 in the Heraion, the second temple near / Argos and probably stood in the pediment of the West front besides / the Heroes going up with Agamemnon to [...] / Casts of the head are in the B.M. and at S. Kens.n"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2632.jpg,802632,105597,sec. V a.C.,1892-1899,1892,1899,,"Ethnic Museum, Athens. N° 227a. / Beautiful head found by Waldstein at the Heraion of / Argos. She may come from the pediment of the temple / and be a Hera of the school of Polycletos. Circa 444. / The head is like that of the Ludovisi and Farnese Heras. Gaz.a B.x Arts. Vol. IX. / She was found in March 1892 in the Heraion, the second temple near / Argos and probably stood in the pediment of the West front besides / the Heroes going up with Agamemnon to [...] / Casts of the head are in the B.M. and at S. Kens.n"".",incomplete
