,Unnamed: 0.1,Inv,Note,status
1689,1689,sup 2391,"Reprod. Presentazione al Pontefice, Murillo, Spagna"".",complete
1690,1690,sup 2409,"Madrid, La Perla; from Charles I's collection"".",complete
1691,1691,sup 2417,"Madrid. A lovely, picture, whether it be a Giorgione, or not. / There is an indifferent replica at Hampton Court"".",complete
1692,1692,sup 2512,"Morelli says that this is a Giorgione and I believe him"".",complete
1693,1693,sup 2431,"Madrid. There are many examples of this S. Sebastiani, and this about the best"".",complete
1694,1694,sup 2523,"The great Cardinal Albornoz, Algidius Alvari Carriglis de Albornotio, / was a great friend of King Alfonso and stood by him / at his victory over the Navars in 1340 - see Mariana - but had to bolt to / Avignon to avoid the cruently of Don Pedro; he died in 1367 at Viterbo. / From to [...] / The arms of Albornoz are, or, a bend vert (sinople) / Amongst other monuments in this chapel is a fine renaissance one to / Alonso Carillo de Albornoz bishop of [...], who died in 1574"".",incomplete
1695,1695,sup 2465,"Toledo. Hospedal de Santa Cruz founded by the great Cardinal Mendoza. / In his will, he prayed his executrix, Queen Isabel, to finish it. / It is now a school of cadets"".",complete
1696,1696,sup 2638,"Castillo de la Mota. / Built by King Juan in 1440 and enlarged by Ysabel. / In it she died on the 26 th. Nov. 1504 in the 54 th. year of her age, after making / her will, whilst Cesar Borgia sat captive below. He is said to have been in / prison her for 2 years and to have escaped on the 25 th. Ott. 1506. He had / been [...] arrested by the Gran Capitan and embarked at Naples / for Spain on the 20. th Aug.t 1504. Ysabel hated him because the widow of / his murdered brother, the Duke of Gandia [...]. / The castle is entirely of brick, but incorporates in one or two parts wales / of earlier construction. Tho' of brick, Street says that he was [...] seen a building more magnificent"".",incomplete
1697,1697,sup 2531,"Erected by Queen Isabel to the memory of her parents in 1489-93. / It is of alabaster. Gil de Siloé was the master"".",complete
1698,1698,sup 2469,"Torre del Capiscol. Tarragona / cyclop wall Below / above Roman walls / with mason's marks on / letters, 18 or 19 [...]. / Suchet's / breach / now / built / up / lies / further / to /  right"" e altra nota: ""The wall and door below the Seminario, a brand new building. / To the left la torre del Capiscol built with large stones / removed from the cyclopean wall; next the cyclopean door / in the said wall; above the roman wall en bossage"".",incomplete
1699,1699,sup 2939,"Two minars of the tomb mosque of Sultan Barkuk at the so called / graves of the Khalifs. The date is about 1390. It is one of the very finest / tombs and is (1889) in a terrible state of cassura [?]"".",complete
1700,1700,sup 2940,"Minar of an unknown Mamluks tomb at the fort of the / Citadel"".",complete
1701,1701,sup 2941,"Minar of an unknown Mamelook's tomb at the / foot of the Citadel"".",complete
1702,1702,sup 2973,"Mosque of Kaith Bey. / Within the walls. Constructed from 1468 to 1496 and now in a bed state / of cassura"".",complete
1703,1703,sup 2946,"This is the grave tomb of Kait Bey. It is the finest of / the so called tombs of the Kalifs and has been / lately put into fair repair by the commission"".",complete
1704,1704,sup 2947," Mosque of Ibn Tooloon built in 879. About the earliest / example of the painted arch"".
",complete
1705,1705,sup 2948,"This mimbar is said to have been made for El Mansoor, son of Moez, in 1258"".",complete
1706,1706,sup 2948,"This mimbar is said to have been made for / El Mansoor, son of Moez, in 1258"".",complete
1707,1707,sup 2963,"Boulac Museum. / Reading from left to right: Nameless seated figure, V.th Dyn. / 970. Sarcophagus of rose granite of prince Kamskhom, without ornaments. IV.th dyn. / 976. Seated figure of limestone of the judge Atiti, V.th dyn. / 975. Standing statue of limestone of the priest Ranofir, V.th dyn. / 964. Rose granite sarc. of Khoufou Onkh, priest of Apis, royal engineer Vth dyn. / 974. Seated figure of green basalt of King Kahfir, Vth dyn. He came from the temple / near the Great pyramid. Much broken and about a quarter restored in plaster and / painted green"".",complete
1708,1708,sup 2964,"Boulac Museum"".",complete
1709,1709,sup 2965,"Boulac Museum. / N° 1044. Wooden head and torse of Mrs. Sheik-el-beled, / found with the wooden statue of her husband in a tomb / at Sakarah, IV.th dynasty"".",complete
1710,1710,sup 2966,"Boulac Museum"".",complete
1711,1711,sup 2970,"Begun in 1356"".
",complete
1712,1712,sup 2990,"The mosque was completed in 1360"".",complete
1713,1713,sup 2971,"On the Mokattam, behind the Citadel"".",complete
1714,1714,sup 2972,"One of the two minarets of the mosque, el Hakim, built in 1003. / The pylon round the minar was added at a later period"".",complete
1715,1715,sup 2974,"Vieux Serail. / Corridor conduisant à la salle à la Barbe et le Manteau / du Prophète"".",complete
1716,1716,sup 2974,"Abou Simbel. Ramese II and his queen, Nefer-Ari, by some / thought to be his daughter"".",complete
1717,1717,sup 2980,"Boulac Museum. N° 1050 of Catalogue. / Found at Meidum. Mariette thought the figures of the 3.d dynasty, / Maspero of the 12.th, and this is more likely"".",complete
1718,1718,sup 2981,"Boulac Museum. N° 3961 of Catalogue. / The statue is of diorite"".",complete
1719,1719,sup 2982,"Great temple of Isis, Island of Philae. / Ptolemy Evergetes II, between Isis and her sister Nephthys. / They wear the crowns of upper and lower Egypt, he the double crown"".",complete
1720,1720,sup 2995,"Founded by the Mambook Sultan El Moaiyud / in 1461"".",complete
1721,1721,sup 2996,"This church is within the walls of Babylon"".",complete
1722,1722,sup 2996,"King Sethi - 1366 B.C."".",complete
1723,1723,sup 3000,"The obelisk is of the time of Rameses, the Great; its fellow is on the place de la Concorde"".",complete
1724,1724,sup 3010,"Cartoriches of the elder Ptolemy and his sister life Cleopatra 50 B.C."".",complete
1725,1725,sup 3025,"Bab el Nasr, built by Badr el Jamali in 1087. / On its inner surface, high up over the archway, are hierogliphs of most ancient character and part / of a frieze carved in the style of the pyramid builders"".",complete
1726,1726,sup 3044,"He is of white Silicions limestone and would be 50 feet long had he his feet. / He has recently been raised ont of his swamp by Mayor Bagnold R.C. and / protected by a wall built round him. On his girdle his cortouche / reads, Ra user ma setep en Ra"".",complete
1727,1727,sup 3082,"Ame, the kalif Omars' general, built a mosque here in 643. /  This was partly burnt in 897. The mosque attained its present / dimensions in 950"".",complete
1728,1728,sup 3096,"With the exception of a little one, found by Lepsius in the Nekropolis of / Memphis, the oldest of all obelisks. / It was dedicated to the sun, Ra, by Khefer Ku ra Usertesen / the second king of the 12th. dynasty. It was tipt with metal and is 66 1/2 ft. above the level of the / paviment on which it stands"".",complete
1729,1729,sup 3138,"Mansura near Tlemcen. / Bab-el-Khramis. The gate of Thursday. / Of redherick, now isolated, 30 ft. high. / Formerly a gate in the circumvallation of / Tlemcen, 1299"".",complete
1730,1730,sup 3174,"Cathedral of S. Marc, a large Coptic basilica later constructed"".",complete
1731,1731,sup 3175,"Mansourah. Minar. It has been badly restored"".
",complete
1732,1732,sup 3181,"Base and entrance of minaret at Mansourah near Tlemcen. A.D. 1303"".
",complete
1733,1733,sup 3182,"The Minaret of the ruined mosque at Mansourah near Tlemcen. / It was built by Abou Jakoub in 1303"".",complete
1734,1734,sup 3185,"In the Medersa (College) at the Mosque of Bou Medin near Tlemcen. / About 1347. The door has been cut thro' the wall by the French"".",complete
1735,1735,sup 3186 verso del supporto secondario: nota anonima manoscritta,"Bon Medin near Tlemcen. / Court at tomb of Sidi-Bou-Medin. / The columns and their capitals are of onyx alabaster"".",complete
1736,1736,sup 3195,"Roman sarc. found inside the temple of Minerva at Theveste"".",complete
1737,1737,sup 3198,"Madersa at El Cubbad / near Tlemcen. Kibla of Mosque of Sidi Bou Medine"".",complete
1738,1738,sup 3237,"Thamagadi. / Before the arch was fully duy out and supported"".
",complete
1739,1739,sup 3238,"Thamagadi. / Exterior view of triumphal arch; arches supported by new work"".",complete
1740,1740,sup 3250,"Thamagadi. The Forum with two tall arches [corretto a matita: columns] of the / temple of Victory"".",complete
1741,1741,sup 3090,"Constantinople. / Fresco in the side chapel of Mone tes Choras, now the / Kaharije Dschami"".",complete
1742,1742,sup 3092,"The great vulgar roundels have painted on them the names of the first 4 Chalifs and of / the 12 Imams. 6000 small lamps hang from wires from the roof"".",complete
1743,1743,sup 3093,"Constantinople. Mone tes Koras, the Monastery of the Country, (fuor le mura) / Monument of the Great Constable Michael Tornikes, about 1300, with a metrical / inscription. In the middle Christos Pantokrator, right and left two archangels"".",complete
1744,1744,sup 3094,"Costantinople. / Monè tès koras. / The monastery of the country - fuor le mura originally / now the Kahrije Mosque. / Mosaic of the Christos of about 1300, of the very finest workmanship"".",complete
1745,1745,sup 3107,"Exterior of the Castle of the 7 towers, reduced to its present shape by Mahomed, the Conqueror. / Yedi Kule means new fort"".",complete
1746,1746,sup 3100,"This obelisk was erected at Heliopolis by Thotmes III, 1600 B.C. / It is its southside that appears in the foto. / The Venetian, who visited Constantinople in 1534, says:""nel mezzo al qual Hippodrome / vi sta una agucchia che è una colonna fatta in forma di ago molto bella e benissimo / lavorata e senza calcina, fatta di pietre vive e [...] / Also: Vi è una colonna di bronzo in forma di serpe con 3 capi, / Vi è uno Hercule di bronzo portato di Ungaria. Where is this bronze?"".",incomplete
1747,1747,sup 3101,"Theodosius seated with his two sons on his right, and the fugitive /  Valentinian II on his left. Below the chiefs of the factions"".
",complete
1748,1748,sup 3102,"On the west face Theodosius is seated with his 2 sons on his right / and his young wife Valentinian's sister on his left. / Below appear the tribute bearers from Asia and Europe. / On the northside, the worst preserved, Arcadius is seated / with his all powerful Gothic chief Ganias with his spear standing / beside him. This is in 400 A.D. Below the erection of the obelix"".
",complete
1749,1749,sup 3112,"Theodosius the great between his two young sons gives a crown / or weath to the dancers. / This is the eastern face of the obelisk, which was erected / in 32 days under the olders: ""Judice sub Prodo superas clatus ad auras"". / On each side of the dancers in the lower part of the relief / is an organ worked by bellows, pressed by mens feet. / See dancing faun in Tribuna of Uffizi"".",complete
1750,1750,sup 3105,"This is not of the period of Sultan Osman, but modern"".",complete
1751,1751,sup 3109,"This is the ancient door Russian, so called from the Red faction. It has an inscription in Greek of Cyrus - Constantine (447) and under that one of Justin II. +578. He was Justinians nephew and successor"".",complete
1752,1752,sup 3110,"There are the exterior and later walls reading from the Hebdomen to the Golden Horn. / The loftly building is the so called palace of Belisarius; it was the connection hall of the / later Emperors built by Constantine Porphyrogenetos about 940. / Lord Byron said that the walls of Constantinople were the finest things in creation, and I am much of his way of thinking..."".",incomplete
