,Inv,Note
1551,"Foto sup 2848, verso del supporto secondario: nota anonima manoscritta"," N. Mus. 4. Now N.° 718 of Central Museum. / Sepulchral relief of Arneinokleia daughter of Andromenes. / From the Piraeus, where it was found in 1836. / Pentelic marble; period about 400 B.C. / Fr. Wolters N° 1032, also Lucy Mitchell""."
1552,"Foto sup 2999, verso del supporto secondario: nota anonima manoscritta","British Museum. Ephesus Room. Head of Perseus from Castellani Collection. Furtwrangler thinks it is a Work of Myron""."
1553,"Foto sup 3015, verso del supporto secondario: nota anonima manoscritta","British Museum. Beautiful archaistic head of an athlet lately acquired. N. 1209. It is said to be a copy of a head of the 5 th. cent. B. C.""."
1554,"Foto sup 2959, verso del supporto secondario: nota anonima manoscritta","British Museum. Elgin room. Bust of Perikles as general, found in 1781 in villa of Cassius near Tivoli. It passed thro Gavin Hamilton and Townly to B. M. It is a Roman copy of an original of the 5 th. century B. C., circa 430, as Perikles is represented getting aged""."
1555,"Foto sup 2983, recto del supporto secondario: nota anonima manoscritta","British Museum. Metope N. 3 of the 15 in B. M. The victorians Centaur is going to smash the head of the Lapith with a Hydria he has snatched up from the banquet, just as the gentleman of the sister isle is said to do with the decanter after dinner. The two heads are casts from those at Copenhagen whether ...""."
1556,"Foto sup 2926, verso del supporto secondario: nota anonima manoscritta","British Museum. This is a replica of the so called Apollo on the omphalos. The two heads belonged to similar replicas""."
1557,"Foto sup 2927, recto del supporto secondario: nota anonima manoscritta","British Museum. Eastern frieze of Parthenon. Casts. Aphrodite and Eros holding a parasol""."
1558,"Foto sup 2984, verso del supporto secondario: nota anonima manoscritta"," British Museum. Head of Aphrodite from Sattala in Cappadocia. The colossal bronze statue ( 9 feet high) to which it belonged is thought to have been a copy of the Aphrodite of Cnidos by Praxiteles, the reason for which thought being that a bronze hand holding a fragment of a garment was found with it and that the A. of Cnidos had a similar motive. Bought by Sir Charles Newton from Castellani ; they say fot L. 10.000 [...]""."
1559,"Foto sup 2958, verso del supporto secondario: nota anonima manoscritta","British Museum. Nereid room. This Nereid is one of the 10 that stood in the intercolumnations of the monument discovered in 1838 by Sir Charles Fellows at Xanthos. It dates from circa 400 B. C., or a little later. Each figure has at her feet an animal as an emblem, the crab of Cos ...""."
1560,"Foto sup 3003, verso del supporto secondario: nota anonima manoscritta","British Museum. This head came from Lord Aberdeens collection and was formerly called that of a young Hercules. In 1886 Wolters discovered that it was Praxitelean. Miss Sellers put it by the side of the head of the Hermes of Olympia and found them amazingly similar. The head is of finest Parian marble and has holes in the hair for a wreath. Lechat says...""."
1561,"Foto sup 2850, verso del supporto secondario: nota anonima manoscritta","Number 728. Central Museum, Athens. / Funeral monument found at the Piraeus in 1837. Pentelic marble. / Good Greek art of probably the 4th. cent.y B.C.""."
1562,"Foto sup 3001, verso del supporto secondario: nota anonima manoscritta","British Museum. Mausoleum room. The celebrated relief of a charioteer from frieze N. 2, called the chariotrace. He is by Scopas. See E. Gardner, Handbook of G. Sculp.""."
1563,"Foto sup 2851, verso del supporto secondario: nota anonima manoscritta","N. Mus. 41. Now 752 of N. Cat. of Central Mus.m  / Sepulchral monument of Demokleides, a mariner, son of Demetrius. / He is seated on the bows of his gallery. This monument was much painted. / Art of the first half of the 4th. centry. Fried. Wolters N° 1009""."
1564,"Foto sup 2989, verso del supporto secondario: nota anonima manoscritta","British Museum. Phigaleian frieze. N. 527. A centaur bites a Lapith in the neck. This frieze was inside the temple contrary to that of the Parthenon that was outside. The temple was hypaethral so that these high reliefs must have been very effective. Fr. + Wolt. 883-905""."
1565,"Foto sup 2986, verso del supporto secondario: nota anonima manoscritta","British Museum, Mausoleum Room. Eastern frieze of Mausoleum. Combat of Greeks and Amazons; by Scopas; the semi nude Amazon is particularly fine. N. 9, Newton saw her in the Museum of S.a Irene, Constant.""."
1566,"Foto sup 2852, verso del supporto secondario: nota anonima manoscritta","N° 725 of N. Cat.e Central Museum, Athens. / Miltiades Eupraxis. / Husband and wife. / Of later Greek times; of pentelic marble and found in 1852 in the Piraeus""."
1567,"Foto sup 2932, verso del supporto secondario: nota anonima manoscritta","Dover. Roman Pharos. The upper part is a medioeval addition"".
"
1568,"Foto sup 3056, verso del supporto secondario: nota anonima manoscritta","Dover Castle. Roman Pharos and British (?) Church""."
1569,"Foto sup 2935, verso del supporto secondario: nota anonima manoscritta","Interior court of Carnarvon Castle"". "
1570,"Foto sup 3068, verso del supporto secondario: nota anonima manoscritta","Petrie (Irish roun tower) thinks this Scotch tower of the year 1020 and erected by Irish architects. There is a more perfect tower at Brechin. There are the only two round towers in Scotland; there is a third in Orkney"". "
1571,"Foto sup 3059, verso del supporto secondario: nota anonima manoscritta","St. Andrews. Romanesque basilica and tower of St. Regulus (St. Rule) founded 1127-1144. There was originally a chapel to the west of the tower, date unknow. St. Regulus, a Greek monk, says Boece, brought the relics of St. Andrews in the 4 th. century from Patras to the far north to convent there with the barbarons nations, a pleasing myth""."
1572,"Foto sup 3062, verso del supporto secondario: nota anonima manoscritta","Conway Castel""."
1573,"Foto sup 3058, verso del supporto secondario: nota anonima manoscritta","Christ Church, Hants, The Pole chancel"".
"
1574,"Foto sup 3057, verso del supporto secondario: nota anonima manoscritta","Christ Church, Hants, norman Tower of northern tramsept"". "
1575,"Foto sup 3060, verso del supporto secondario: nota anonima manoscritta","St. Andrews, Central portal of west front, later than 1159, date of foundation of Chatedral, which was not completed till 1319""."
1576,"Foto sup 3048, verso del supporto secondario: nota anonima manoscritta","York. Micklegate Bar, where Richard the Protectors head was set up. Arch probably Norman. Its barbican was removed in 1826"".
"
1577,"Foto sup 3050, verso del supporto secondario: nota anonima manoscritta","York. Bootham Bar, anciently called Galmanhithe. Arch Norman""."
1578,"Foto sup 3049, verso del supporto secondario: nota anonima manoscritta","Walmgate Bar. This is the only bar in the walls of York with a Barbican. The bar is of the end of the 13 th. century and the original barbican of the 14 th., but rebuilt in 1648""."
1579,"Foto sup 3055, verso del supporto secondario: nota anonima manoscritta","York. Monk Bar so called after general Monk. Of old it was called Goodramgate bar, the street into which it opens being named Goodramgate, that is Gathrum gade, after the Danish King of that name. Gade is a street; we have it in Ramsgate, Masgate, etc. The Barbican of the bar was removed in 1815, the ..."".
"
1580,"Foto sup 2933, verso del supporto secondario: nota anonima manoscritta","Plas - Mawr - Conway""."
1581,"Foto sup 3064, verso del supporto secondario: nota anonima manoscritta","West Malling Abbey""."
1582,"Foto sup 3036, verso del supporto secondario: nota anonima manoscritta","Madonna, Sassoferrato, Venezia"""
1583,"Foto sup 3018, verso del supporto secondario: nota anonima manoscritta","Perugino, National Gallery, bought from Duke Melzi in 1850, from the Certosa di Pavia"". "
1584,"Foto sup 3021, verso del supporto secondario: nota anonima manoscritta","he Garvagh Madonna, National Gallery"". "
1585,"Foto sup 3024, verso del supporto secondario: nota anonima manoscritta","Rembrandt, National Gallery""."
1586,"Foto sup 3026, verso del supporto secondario: nota anonima manoscritta","Correggio, National Gallery""."
1587,"Foto sup 3027, verso del supporto secondario: nota anonima manoscritta","Correggio, National Gallery""."
1588,"Foto sup 3028, verso del supporto secondario: nota anonima manoscritta","Correggio, National Gallery""."
1589,"Foto sup 3029, verso del supporto secondario: nota anonima manoscritta","Guercino, National Gallery""."
1590,"Foto sup 2853, verso del supporto secondario: nota anonima manoscritta","Athens. / Theatre of Dionysos""."
1591,"Foto sup 2854, verso del supporto secondario: nota anonima manoscritta","Athens. / The so called tomb of Kymon. / ""He was buried in front of the citadel beyond the road that crosses the koidè odòs, or / hollow way and opposite to him is buried his horse which had thrice ganied him / the prize at Olympia"". Herodotos. Erato. 103 / Here was the Melitian gate, where now is the little church of St. Demetrius, the / bombardeer. ai Melitides...""."
1592,"Foto sup 3032, verso del supporto secondario: nota anonima manoscritta","Luini, National Gallery""."
1593,"Foto sup 3033, verso del supporto secondario: nota anonima manoscritta","S.a Catarina, National Gallery"". "
1594,"Foto sup 3034, verso del supporto secondario: nota anonima manoscritta","Guido, National Gallery"". "
1595,"Foto sup 2856, verso del supporto secondario: nota anonima manoscritta","Athens. / The Propylaea from outside"".
"
1596,"Foto sup 2857, verso del supporto secondario: nota anonima manoscritta","Athens. / The Propylaea from inside the Akropolis. Under the Frank dukes it was their residence / and caste, the north wing being their palace and the south wing the keep of the fortress. / On the column to the left is Pericles inscription""."
1597,"Foto sup 3035, verso del supporto secondario: nota anonima manoscritta","Francia, National Gallery"". "
1598,"Foto sup 1868, verso del supporto secondario: nota anonima manoscritta","Saint Victor, Marseille, a fine specimen of a fortified church. It has been much restored. Its crypt, of the 10 th. or 11 th. century, has portions very much older in which were found sarcophagi of the 4. th. and 5. th. centuries, now in the Chateau Borelli. The Abbey was fortified by its Abbot Guillaume de Grimoard in 1350. He was afterwards ...""."
1599,"Foto sup 1869, verso del supporto secondario: nota anonima manoscritta","The fortified palace of the Popes at Avignon. Its seven towers are Tromillas, built by John 21. (1316-1334), St. Jean, l'Estrapade St. Laurent ...""."
